title,date_time,like,views,link,description
Binary Search Tree | Set 2 (Delete) | GeeksforGeeks,"Apr 13, 2017",531,82K views,https://www.youtube.com//watch?v=puyl7MBqPIg&pp=0gcJCccJAYcqIYzv,"Explanation for the article: 
http://quiz.geeksforgeeks.org/binary-...
 …...more
...more








Key moments







View all



















Case 1: Node to be deleted is leaf: Let's delete the node with value 20
Case 1: Node to be deleted is leaf: Let's delete the node with value 20
0:53




Case 1: Node to be deleted is leaf: Let's delete the node with value 20

0:53









Node to be deleted has only one child: Let's delete the node with value 30'
Node to be deleted has only one child: Let's delete the node with value 30'
1:10




Node to be deleted has only one child: Let's delete the node with value 30'

1:10









Node to be deleted has two children: Let's delete the root node with value '50
Node to be deleted has two children: Let's delete the root node with value '50
1:27




Node to be deleted has two children: Let's delete the root node with value '50

1:27
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Binary representation of a given number | GeeksforGeeks,"Apr 10, 2017",333,54K views,https://www.youtube.com//watch?v=p0Vyq2_Q_uI,"Explanation for the article: http://www.geeksforgeeks.org/binary-r...

This video is contributed by Bhisham Udasi …...more
...more








Chapters







View all



















Binary Representation of a Given Number
Binary Representation of a Given Number
0:00




Binary Representation of a Given Number

0:00









Iterative Approach
Iterative Approach
0:51




Iterative Approach

0:51









Iterative Solution Implementation
Iterative Solution Implementation
1:14




Iterative Solution Implementation

1:14









Complexity Analysis( Naive Sol .)
Complexity Analysis( Naive Sol .)
2:09




Complexity Analysis( Naive Sol .)

2:09









2. Recursive Approach (Example)
2. Recursive Approach (Example)
3:08




2. Recursive Approach (Example)

3:08









Recursive Solution Implementation
Recursive Solution Implementation
4:23




Recursive Solution Implementation

4:23
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Stock Buy Sell to Maximize Profit | GeeksforGeeks,"Apr 8, 2017",960,140K views,https://www.youtube.com//watch?v=JaosdXkUWTs,"Explanation for the article: http://www.geeksforgeeks.org/stock-bu...

This video is contributed by Harshit Jain. …...more
...more








Key moments







View all



















Step 1
Step 1
2:34




Step 1

2:34









Step Two That Is Find the Local Maxima
Step Two That Is Find the Local Maxima
2:58




Step Two That Is Find the Local Maxima

2:58









Implementation of the Algorithm
Implementation of the Algorithm
4:41




Implementation of the Algorithm

4:41









Local Minima
Local Minima
5:57




Local Minima

5:57









Travel Method
Travel Method
7:44




Travel Method

7:44









Time Complexity
Time Complexity
8:06




Time Complexity

8:06
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Binary Search Tree | Set 1 (Search and Insertion) | GeeksforGeeks,"Mar 30, 2017",373,91K views,https://www.youtube.com//watch?v=qYo8BVxtoH4,"Explanation for the article: http://quiz.geeksforgeeks.org/binary-...

This video is contributed by Ishant Periwal. …...more
...more








Music
1 songs




















Cylinder ThreeChris ZabriskieCylinders








Music




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dynamic Programming | Set 5 (Edit Distance) | GeeksforGeeks,"Mar 27, 2017",629,163K views,https://www.youtube.com//watch?v=Thv3TfsZVpw,"Explanation for the article: http://www.geeksforgeeks.org/dynamic-...

This video is contributed by Kanika Gautam. …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Approach
Approach
1:45




Approach

1:45









Problem
Problem
2:10




Problem

2:10









Code
Code
5:10




Code

5:10
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Find Next Sparse Number | GeeksforGeeks,"Mar 23, 2017",61,8.1K views,https://www.youtube.com//watch?v=foL8j1EbJYI,"Explanation for the article: http://www.geeksforgeeks.org/given-a-...

This video is contributed by Bhisham Udasi. …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Find Next Sparse Number
Find Next Sparse Number
0:41




Find Next Sparse Number

0:41









Simple Solution
Simple Solution
1:39




Simple Solution

1:39









Examples For Hint
Examples For Hint
3:34




Examples For Hint

3:34









Efficient Solution
Efficient Solution
4:44




Efficient Solution

4:44









Implementation (Step 1)
Implementation (Step 1)
6:50




Implementation (Step 1)

6:50









Complexity Analysis
Complexity Analysis
9:20




Complexity Analysis

9:20
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Smallest subarray with sum greater than a given value | GeeksforGeeks,"Mar 20, 2017",419,44K views,https://www.youtube.com//watch?v=NKoHjWl2m8Y,"Explanation for the article: http://www.geeksforgeeks.org/minimum-...

This video is contributed by Harshit Jain. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Count Inversions in an array | Set 1 (Using Merge Sort) | GeeksforGeeks,"Mar 8, 2017",1.6K,190K views,https://www.youtube.com//watch?v=k9RQh21KrH8,"Explanation for the article: http://www.geeksforgeeks.org/counting...

This video is contributed by Harshit Jain. …...more
...more








Key moments







View all



















Count Inversions in an array
Count Inversions in an array
0:09




Count Inversions in an array

0:09









METHOD 1 (Simple)
METHOD 1 (Simple)
1:50




METHOD 1 (Simple)

1:50









Method 2 (Enhance Merge Sort)
Method 2 (Enhance Merge Sort)
2:43




Method 2 (Enhance Merge Sort)

2:43
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Binary Heap | GeeksforGeeks,"Mar 1, 2017",613,146K views,https://www.youtube.com//watch?v=uZj0hetLFHU,"Explanation for the article: http://quiz.geeksforgeeks.org/binary-...
It covers Insertion, Deletion and other basic operations.
 …...more
...more








Music
1 songs




















Meditation Impromptu 01Kevin MacleodCalming








Music




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Job Sequencing Problem (Greedy Algorithm) | GeeksforGeeks,"Feb 21, 2017",1.3K,212K views,https://www.youtube.com//watch?v=R6Skj4bT1HE,"Explanation for the article: http://www.geeksforgeeks.org/job-sequ...

This video is contributed by Illuminati. …...more
...more








Chapters







View all



















Problem Statement
Problem Statement
0:00




Problem Statement

0:00









Solution Approach
Solution Approach
1:52




Solution Approach

1:52









Code
Code
4:43




Code

4:43









Time Complexity
Time Complexity
6:00




Time Complexity

6:00
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Trie - Delete | GeeksforGeeks,"Feb 20, 2017",117,20K views,https://www.youtube.com//watch?v=XK8MD9N9WUA,"Explanation for the article: http://www.geeksforgeeks.org/trie-del...

Read More: https://www.geeksforgeeks.org/trie-de... …...more
...more








Music
1 songs




















Enochian MagicJR TundraDreaming Ambient Melodies: Baby Cradle Tunes








Music




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Find nth Magic Number | GeeksforGeeks,"Feb 18, 2017",119,19K views,https://www.youtube.com//watch?v=Rmjqr6U4k50,"Explanation for the article: http://www.geeksforgeeks.org/find-nth...

This video is contributed by Bhisham Udasi. …...more
...more








Key moments







View all



















Find n'th Magic Number
Find n'th Magic Number
0:09




Find n'th Magic Number

0:09









Solution
Solution
1:19




Solution

1:19









Example
Example
1:44




Example

1:44









Complexity Analysis
Complexity Analysis
3:45




Complexity Analysis

3:45
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Greedy Algorithms | Set 1 (Activity Selection Problem) | GeeksforGeeks,"Feb 17, 2017",3.5K,373K views,https://www.youtube.com//watch?v=poWB2UCuozA,"Explanation for the article: http://www.geeksforgeeks.org/greedy-a...

Read More: https://www.geeksforgeeks.org/greedy-... …...more
...more








Key moments







View all



















Problem Statement
Problem Statement
0:08




Problem Statement

0:08









Solution
Solution
1:30




Solution

1:30









Implementation
Implementation
3:39




Implementation

3:39









Complexity
Complexity
4:29




Complexity

4:29
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Introduction to Greedy Algorithms | GeeksforGeeks,"Feb 17, 2017",8.4K,816K views,https://www.youtube.com//watch?v=HzeK7g8cD0Y,"Explanation for the article: http://www.geeksforgeeks.org/greedy-a...

This video is contributed by Illuminati. …...more
...more








Key moments







View all



















Introduction
Introduction
0:10




Introduction

0:10









Problem
Problem
2:40




Problem

2:40









Applications
Applications
5:03




Applications

5:03
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Trie - Insert and Search | GeeksforGeeks,"Feb 13, 2017",502,123K views,https://www.youtube.com//watch?v=dUBkaqrcYT8,"Explanation for the article: http://www.geeksforgeeks.org/trie-ins...

Read More: https://www.geeksforgeeks.org/trie-in... …...more
...more








Music
1 songs




















Cylinder TwoChris ZabriskieCylinders








Music




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dynamic Programming | Set 4 (Longest Common Subsequence) | GeeksforGeeks,"Feb 8, 2017",1.6K,337K views,https://www.youtube.com//watch?v=HgUOWB0StNE,"Explanation for the article: http://www.geeksforgeeks.org/dynamic-...

This video is contributed by Kanika Gautam. …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Example
Example
0:42




Example

0:42









Partial Recursion
Partial Recursion
1:28




Partial Recursion

1:28









LCS Table
LCS Table
2:02




LCS Table

2:02









LCS Table Example
LCS Table Example
5:16




LCS Table Example

5:16









Conclusion
Conclusion
7:06




Conclusion

7:06
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Applications of Minimum Spanning Tree Problem | GeeksforGeeks,"Feb 8, 2017",322,73K views,https://www.youtube.com//watch?v=0tBzHYoTfiY,"Explanation for the article: http://www.geeksforgeeks.org/applicat...

This video is contributed by Illuminati. …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









What is MST
What is MST
0:10




What is MST

0:10









Network Design
Network Design
1:14




Network Design

1:14









Steiner Tree
Steiner Tree
2:47




Steiner Tree

2:47









Indirect Uses
Indirect Uses
4:00




Indirect Uses

4:00









Cluster Analysis
Cluster Analysis
4:45




Cluster Analysis

4:45
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Detect Cycle in a Directed graph using colors | GeeksforGeeks,"Feb 5, 2017",125,21K views,https://www.youtube.com//watch?v=wQqFQeucFDc,"Explanation for the article: http://www.geeksforgeeks.org/detect-c...

Read More: https://www.geeksforgeeks.org/detect-... …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Problem Statement
Problem Statement
0:11




Problem Statement

0:11









Solution
Solution
1:50




Solution

1:50









Algorithm
Algorithm
3:20




Algorithm

3:20









Implementation
Implementation
5:45




Implementation

5:45









Complexity
Complexity
6:55




Complexity

6:55
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Swap all odd and even bits | GeeksforGeeks,"Jan 27, 2017",310,35K views,https://www.youtube.com//watch?v=GWLCF808oVI,"Explanation for the article: http://www.geeksforgeeks.org/swap-all...

This video is contributed by Bhisham Udasi. …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Solution
Solution
1:08




Solution

1:08









Steps
Steps
1:31




Steps

1:31









Combining
Combining
2:55




Combining

2:55









Example
Example
3:18




Example

3:18









Implementation
Implementation
4:36




Implementation

4:36









Complexity
Complexity
6:00




Complexity

6:00
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Detect cycle in an undirected graph | GeeksforGeeks,"Jan 25, 2017",728,122K views,https://www.youtube.com//watch?v=6ZRhq2oFCuo,"Explanation for the article: http://www.geeksforgeeks.org/detect-c...

This video is contributed by Illuminati. …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Problem Statement
Problem Statement
0:10




Problem Statement

0:10









Definition
Definition
0:58




Definition

0:58









Approach
Approach
2:15




Approach

2:15









Implementation
Implementation
5:40




Implementation

5:40









Complexity
Complexity
6:47




Complexity

6:47
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dynamic Programming | Set 3 (Longest Increasing Subsequence) | GeeksforGeeks,"Jan 21, 2017",1.6K,332K views,https://www.youtube.com//watch?v=Ns4LCeeOFS4,"Explanation for the article: http://www.geeksforgeeks.org/dynamic-...

This video is contributed by Kanika Gautam. …...more
...more








Key moments







View all



















Overlapping Substructure Property
Overlapping Substructure Property
1:01




Overlapping Substructure Property

1:01









Longest Increasing Subsequence
Longest Increasing Subsequence
1:23




Longest Increasing Subsequence

1:23









Dynamic Programming
Dynamic Programming
5:17




Dynamic Programming

5:17
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Union-Find Algorithm | Set 1 (Detect Cycle in an Undirected Graph) | GeeksforGeeks,"Jan 20, 2017",728,120K views,https://www.youtube.com//watch?v=mHz-mx-8lJ8,"Explanation for the article: http://www.geeksforgeeks.org/union-find/

Read More : https://www.geeksforgeeks.org/detect-... …...more
...more








Key moments







View all



















Disjoint Set
Disjoint Set
0:15




Disjoint Set

0:15









Cycle Detection
Cycle Detection
2:20




Cycle Detection

2:20









Implementation
Implementation
9:06




Implementation

9:06
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Program for Nth Catalan Number (using Binomial Coefficient) | GeeksforGeeks,"Jan 19, 2017",26,7.1K views,https://www.youtube.com//watch?v=MHbHYCJxKmA&pp=0gcJCccJAYcqIYzv,"Explanation for the article: http://www.geeksforgeeks.org/program-...

This video is contributed by Kanika Gautam. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Length of the largest subarray with contiguous elements | Set 1 | GeeksforGeeks,"Jan 18, 2017",125,23K views,https://www.youtube.com//watch?v=O7gf0a4c_5c,"Explanation for the article: http://www.geeksforgeeks.org/length-l...

This video is contributed by Harshit Jain. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Count triplets with sum smaller than a given value | GeeksforGeeks,"Jan 17, 2017",105,18K views,https://www.youtube.com//watch?v=7nso5Dgc6CI,"Explanation for the article: http://www.geeksforgeeks.org/count-tr...

This video is contributed by Harshit Jain. …...more
...more








Key moments







View all



















Count triplets with sum smaller than a given value
Count triplets with sum smaller than a given value
0:11




Count triplets with sum smaller than a given value

0:11









Simple Solution
Simple Solution
1:44




Simple Solution

1:44









Efficient Solution
Efficient Solution
3:55




Efficient Solution

3:55

















GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Reverse an array without affecting special characters | GeeksforGeeks,"Jan 16, 2017",179,33K views,https://www.youtube.com//watch?v=5AoM96b9BZg,"Explanation for the article: http://www.geeksforgeeks.org/reverse-...

This video is contributed by Harshit Jain. …...more
...more








Key moments







View all



















Reverse an array without affecting special characters
Reverse an array without affecting special characters
0:12




Reverse an array without affecting special characters

0:12









Simple Solution
Simple Solution
2:26




Simple Solution

2:26









Efficient Solution
Efficient Solution
4:38




Efficient Solution

4:38
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Convert array into Zig-Zag fashion | GeeksforGeeks,"Jan 13, 2017",245,43K views,https://www.youtube.com//watch?v=fYR0X_MP4Ks,"Explanation for the article: http://www.geeksforgeeks.org/convert-...

This video is contributed by Harshit Jain. …...more
...more








Key moments







View all



















Convert array into Zig-Zag fashion
Convert array into Zig-Zag fashion
0:09




Convert array into Zig-Zag fashion

0:09









Simple Solution
Simple Solution
1:47




Simple Solution

1:47









Efficient Solution
Efficient Solution
2:55




Efficient Solution

2:55









Count Inversions in an array
Count Inversions in an array
8:31




Count Inversions in an array

8:31

















GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Detect Cycle in a Directed Graph | GeeksforGeeks,"Jan 12, 2017",864,193K views,https://www.youtube.com//watch?v=joqmqvHC_Bo,"Explanation for the article: http://www.geeksforgeeks.org/detect-c...

Read More: https://www.geeksforgeeks.org/detect-... …...more
...more








Key moments







View all



















Problem Statement
Problem Statement
0:12




Problem Statement

0:12









Approach
Approach
2:10




Approach

2:10









Implementation
Implementation
5:26




Implementation

5:26









Complexity
Complexity
6:45




Complexity

6:45
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Count set bits in an integer | GeeksforGeeks,"Jan 9, 2017",699,90K views,https://www.youtube.com//watch?v=KJnhAUkxAho,"Explanation for the article: http://www.geeksforgeeks.org/count-se...

This video is contributed by Bhisham Udasi. …...more
...more








Chapters







View all



















Count Set Bits in an Integer
Count Set Bits in an Integer
0:00




Count Set Bits in an Integer

0:00









Simple Solution
Simple Solution
0:55




Simple Solution

0:55









C Implementation
C Implementation
1:09




C Implementation

1:09









Effective Observation
Effective Observation
2:37




Effective Observation

2:37









Brian Kernighan's Algorithm
Brian Kernighan's Algorithm
3:38




Brian Kernighan's Algorithm

3:38









Complexity Analysis
Complexity Analysis
5:11




Complexity Analysis

5:11









Using Lookup Table
Using Lookup Table
5:46




Using Lookup Table

5:46









Quick Recap
Quick Recap
8:42




Quick Recap

8:42
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Program for Nth Catalan Number | GeeksforGeeks,"Jan 6, 2017",164,25K views,https://www.youtube.com//watch?v=2NZF2UKyh0g,"Explanation for the article: http://www.geeksforgeeks.org/program-...

This video is contributed by Kanika Gautam. …...more
...more








Key moments







View all



















Nth Catalan Number
Nth Catalan Number
0:09




Nth Catalan Number

0:09









Simple Solution
Simple Solution
0:45




Simple Solution

0:45









Optimal Substructure
Optimal Substructure
4:14




Optimal Substructure

4:14









Dynamic Programming
Dynamic Programming
4:52




Dynamic Programming

4:52
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Search an element in a sorted and rotated array | D E Shaw Interview Questions | GeeksforGeeks,"Jan 4, 2017",272,76K views,https://www.youtube.com//watch?v=uN5QUBHUQaM,"Explanation for the article: http://www.geeksforgeeks.org/search-a...

This video is contributed by Harshit Jain. …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Print unique rows in a given boolean matrix | GeeksforGeeks,"Jan 3, 2017",105,13K views,https://www.youtube.com//watch?v=GixyVinjtFk,"Explanation for the article: http://www.geeksforgeeks.org/print-un...

This video is contributed by Harshit Jain. …...more
...more








Key moments







View all



















Print unique rows in a given boolean matrix
Print unique rows in a given boolean matrix
0:11




Print unique rows in a given boolean matrix

0:11









Simple)
Simple)
1:17




Simple)

1:17









Use Binary Search Tree)
Use Binary Search Tree)
2:22




Use Binary Search Tree)

2:22









Use Trie data structure)
Use Trie data structure)
4:24




Use Trie data structure)

4:24

















GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Hashing | Set 3 (Open Addressing) | GeeksforGeeks,"Jan 2, 2017",2.1K,239K views,https://www.youtube.com//watch?v=Dk57JonwKNk,"Explanation for the article: http://quiz.geeksforgeeks.org/hashing...

This video is contributed by Illuminati. …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Open Addressing
Open Addressing
0:17




Open Addressing

0:17









Linear Probing
Linear Probing
1:44




Linear Probing

1:44









Quadratic Probing
Quadratic Probing
7:02




Quadratic Probing

7:02









Double Hashing
Double Hashing
8:57




Double Hashing

8:57









Comparison
Comparison
9:37




Comparison

9:37









Complexity
Complexity
10:40




Complexity

10:40
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Hashing | Set 2 (Separate Chaining) | GeeksforGeeks,"Jan 2, 2017",1.8K,236K views,https://www.youtube.com//watch?v=_xA8UvfOGgU,"Explanation for the article: http://quiz.geeksforgeeks.org/hashing...

This video is contributed by Illuminati. …...more
...more








Key moments







View all



















Hashing
Hashing
0:32




Hashing

0:32









Collision
Collision
0:59




Collision

0:59









Separate Chaining
Separate Chaining
2:13




Separate Chaining

2:13
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Power without using multiplication(*) and division(/) operators | GeeksforGeeks,"Dec 12, 2016",136,20K views,https://www.youtube.com//watch?v=OIgpvFAew6k,"Explanation for the article: http://www.geeksforgeeks.org/write-yo...

This video is contributed by Kanika Gautam. …...more
...more








Key moments







View all



















Write your own Power without * and / operators
Write your own Power without * and / operators
0:10




Write your own Power without * and / operators

0:10









Simple Solution
Simple Solution
1:37




Simple Solution

1:37









Recursive Solution
Recursive Solution
2:42




Recursive Solution

2:42
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dynamic Programming | Set 2 (Optimal Substructure Property) | GeeksforGeeks,"Dec 8, 2016",628,178K views,https://www.youtube.com//watch?v=JWTqsNvtwP4,"Explanation for the article: www.geeksforgeeks.org/dynamic-programming-set-2-optimal-substructure-property/
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dynamic Programming | Set 1 (Solution using Tabulation) | GeeksforGeeks,"Dec 8, 2016",661,150K views,https://www.youtube.com//watch?v=OMkKWtSAF0c,"Explanation for the article: http://www.geeksforgeeks.org/dynamic-...

This video is contributed by Sephiri. …...more
...more








Chapters







View all



















Quick Recap
Quick Recap
0:00




Quick Recap

0:00









The Algorithm
The Algorithm
0:14




The Algorithm

0:14









Dry Run for Fibonacci Number
Dry Run for Fibonacci Number
0:49




Dry Run for Fibonacci Number

0:49









Tabulation or Memoization?
Tabulation or Memoization?
1:28




Tabulation or Memoization?

1:28









Code for Fibonacci Number
Code for Fibonacci Number
2:03




Code for Fibonacci Number

2:03
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dynamic Programming | Set 1 (Solution using Memoization) | GeeksforGeeks,"Dec 8, 2016",1.1K,213K views,https://www.youtube.com//watch?v=Taa9JDeakyU,"Explanation for the article: http://www.geeksforgeeks.org/dynamic-...

This video is contributed by Sephiri. …...more
...more








Key moments







View all



















Quick Recap
Quick Recap
0:04




Quick Recap

0:04









The Algorithm
The Algorithm
0:28




The Algorithm

0:28









Dry Run for Fibonacci Number
Dry Run for Fibonacci Number
1:48




Dry Run for Fibonacci Number

1:48









Code for Fibonacci Number
Code for Fibonacci Number
4:05




Code for Fibonacci Number

4:05
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dynamic Programming | D E Shaw & Co Interview Questions |  GeeksforGeeks,"Dec 1, 2016",479,121K views,https://www.youtube.com//watch?v=amdKmQlATmQ,"Explanation for the article: http://www.geeksforgeeks.org/dynamic-...

This video is contributed by Kanika Gautam. …...more
...more








Key moments







View all



















Optimal Substructure
Optimal Substructure
1:21




Optimal Substructure

1:21









Recursive Solution
Recursive Solution
3:40




Recursive Solution

3:40









Overlapping Subproblem
Overlapping Subproblem
5:06




Overlapping Subproblem

5:06









Dynamic Programming
Dynamic Programming
5:26




Dynamic Programming

5:26
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Equal Sum and XOR | GeeksforGeeks,"Nov 30, 2016",345,45K views,https://www.youtube.com//watch?v=zhu605v9KOI,"Explanation for the article: http://www.geeksforgeeks.org/equal-su...

This video is contributed by Bhisham Udasi. …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Knife Solution
Knife Solution
1:20




Knife Solution

1:20









Effective Method
Effective Method
2:41




Effective Method

2:41









Solution
Solution
4:26




Solution

4:26
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Depth First Traversal for a Graph | GeeksforGeeks,"Nov 9, 2016",2.8K,482K views,https://www.youtube.com//watch?v=Y40bRyPQQr0,"Explanation for the article: http://www.geeksforgeeks.org/depth-fi...

Read More : https://www.geeksforgeeks.org/depth-f... …...more
...more








Key moments







View all



















Depth-First Traversal
Depth-First Traversal
0:09




Depth-First Traversal

0:09









Implementation
Implementation
5:37




Implementation

5:37









Complexity
Complexity
5:51




Complexity

5:51
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Search in a row wise and column wise sorted matrix | GeeksforGeeks,"Nov 9, 2016",327,51K views,https://www.youtube.com//watch?v=_reu46LJtyk,"Explanation for the article: http://www.geeksforgeeks.org/search-i...
Read More: https://www.geeksforgeeks.org/search-...
 …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Write a function to delete a Linked List | GeeksforGeeks,"Nov 5, 2016",84,21K views,https://www.youtube.com//watch?v=aV3s3fkriWY,"Explanation for the article: http://www.geeksforgeeks.org/write-a-...

This video is contributed by Pratik Agarwal. …...more
...more








Key moments







View all



















Problem Statement
Problem Statement
0:10




Problem Statement

0:10









Algorithm
Algorithm
1:13




Algorithm

1:13









C implementation
C implementation
2:37




C implementation

2:37
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
